,Origin_name,Origin_code,Gender_Code,Destination_name,Destination_code,1970
1228,Albania,ALB,TOT,Georgia,GEO,0
1229,Albania,ALB,TOT,Germany,DEU,2587
1230,Albania,ALB,TOT,Ghana,GHA,12
1231,Albania,ALB,TOT,Gibraltar,GIB,2
1232,Albania,ALB,TOT,Greece,GRC,4074
1233,Albania,ALB,TOT,Greenland,GRL,0
1234,Albania,ALB,TOT,Grenada,GRD,0
1235,Albania,ALB,TOT,Guadeloupe,GLP,1
1236,Albania,ALB,TOT,Guam,GUM,2
1237,Albania,ALB,TOT,Guatemala,GTM,6
1238,Albania,ALB,TOT,Guinea,GIN,19
1239,Albania,ALB,TOT,Guinea-Bissau,GNB,0
1240,Albania,ALB,TOT,Guyana,GUY,0
1241,Albania,ALB,TOT,Haiti,HTI,0
1242,Albania,ALB,TOT,Honduras,HND,0
1243,Albania,ALB,TOT,"Hong Kong SAR, China",HKG,12
1244,Albania,ALB,TOT,Hungary,HUN,574
1245,Albania,ALB,TOT,Iceland,ISL,2
1246,Albania,ALB,TOT,India,IND,47
1247,Albania,ALB,TOT,Indonesia,IDN,29
1248,Albania,ALB,TOT,"Iran, Islamic Rep.",IRN,0
1249,Albania,ALB,TOT,Iraq,IRQ,5
1250,Albania,ALB,TOT,Ireland,IRL,9
1251,Albania,ALB,TOT,Isle of Man,IMN,..
1252,Albania,ALB,TOT,Israel,ISR,34
1253,Albania,ALB,TOT,Italy,ITA,11374
1254,Albania,ALB,TOT,Jamaica,JAM,0
1255,Albania,ALB,TOT,Japan,JPN,0
1256,Albania,ALB,TOT,Jordan,JOR,10
1257,Albania,ALB,TOT,Kazakhstan,KAZ,0
1258,Albania,ALB,TOT,Kenya,KEN,5
1259,Albania,ALB,TOT,Kiribati,KIR,0
1260,Albania,ALB,TOT,"Korea, Dem. Rep.",PRK,0
1261,Albania,ALB,TOT,"Korea, Rep.",KOR,0
1262,Albania,ALB,TOT,Kosovo,XKX,..
1263,Albania,ALB,TOT,Kuwait,KWT,12
1264,Albania,ALB,TOT,Kyrgyz Republic,KGZ,0
1265,Albania,ALB,TOT,Lao PDR,LAO,2
1266,Albania,ALB,TOT,Latvia,LVA,0
1267,Albania,ALB,TOT,Lebanon,LBN,0
1268,Albania,ALB,TOT,Lesotho,LSO,0
1269,Albania,ALB,TOT,Liberia,LBR,0
1270,Albania,ALB,TOT,Libya,LBY,0
1271,Albania,ALB,TOT,Liechtenstein,LIE,0
1272,Albania,ALB,TOT,Lithuania,LTU,0
1273,Albania,ALB,TOT,Luxembourg,LUX,35
1274,Albania,ALB,TOT,"Macao SAR, China",MAC,0
1275,Albania,ALB,TOT,"Macedonia, FYR",MKD,191
1276,Albania,ALB,TOT,Madagascar,MDG,0
1277,Albania,ALB,TOT,Malawi,MWI,0
1278,Albania,ALB,TOT,Malaysia,MYS,1
1279,Albania,ALB,TOT,Maldives,MDV,0
1280,Albania,ALB,TOT,Mali,MLI,0
1281,Albania,ALB,TOT,Malta,MLT,0
1282,Albania,ALB,TOT,Marshall Islands,MHL,0
1283,Albania,ALB,TOT,Martinique,MTQ,0
1284,Albania,ALB,TOT,Mauritania,MRT,0
1285,Albania,ALB,TOT,Mauritius,MUS,0
1286,Albania,ALB,TOT,Mayotte,MYT,0
1287,Albania,ALB,TOT,Mexico,MEX,33
1288,Albania,ALB,TOT,"Micronesia, Fed. Sts.",FSM,2
1289,Albania,ALB,TOT,Moldova,MDA,0
1290,Albania,ALB,TOT,Monaco,MCO,8
1291,Albania,ALB,TOT,Mongolia,MNG,0
1292,Albania,ALB,TOT,Montenegro,MNE,..
1293,Albania,ALB,TOT,Montserrat,MSR,0
1294,Albania,ALB,TOT,Morocco,MAR,0
1295,Albania,ALB,TOT,Mozambique,MOZ,0
1296,Albania,ALB,TOT,Myanmar,MMR,9
1297,Albania,ALB,TOT,Namibia,NAM,0
1298,Albania,ALB,TOT,Naura,NRU,0
1299,Albania,ALB,TOT,Nepal,NPL,0
1300,Albania,ALB,TOT,Netherlands,NLD,310
1301,Albania,ALB,TOT,Netherlands Antilles,ANT,0
1302,Albania,ALB,TOT,New Caledonia,NCL,0
1303,Albania,ALB,TOT,New Zealand,NZL,8
1304,Albania,ALB,TOT,Nicaragua,NIC,21
1305,Albania,ALB,TOT,Niger,NER,26
1306,Albania,ALB,TOT,Nigeria,NGA,40
1307,Albania,ALB,TOT,Niue,NIU,0
1308,Albania,ALB,TOT,Norfolk Island,NFK,0
1309,Albania,ALB,TOT,Northern Mariana Islands,MNP,0
1310,Albania,ALB,TOT,Norway,NOR,24
1311,Albania,ALB,TOT,Oman,OMN,0
1312,Albania,ALB,TOT,Pakistan,PAK,13
1313,Albania,ALB,TOT,Palau,PLW,0
1314,Albania,ALB,TOT,Panama,PAN,0
1315,Albania,ALB,TOT,Papua New Guinea,PNG,2
1316,Albania,ALB,TOT,Paraguay,PRY,0
1317,Albania,ALB,TOT,Peru,PER,9
1318,Albania,ALB,TOT,Philippines,PHL,76
1319,Albania,ALB,TOT,Poland,POL,107
1320,Albania,ALB,TOT,Portugal,PRT,13
1321,Albania,ALB,TOT,Puerto Rico,PRI,0
1322,Albania,ALB,TOT,Qatar,QAT,2
1323,Albania,ALB,TOT,Reunion,REU,0
1324,Albania,ALB,TOT,Romania,ROU,1345
1325,Albania,ALB,TOT,Russian Federation,RUS,0
1326,Albania,ALB,TOT,Rwanda,RWA,15
1327,Albania,ALB,TOT,Saint Helena,SHN,0
